"domain","index","generator_seed","upstream_commit","parameters","path","sha256"
"fo_counters","0","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=5;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile0.pddl","4936e93ffcfdfde1177f25dc9476bd6a0c55129597eff4f295ca244b89c87216"
"fo_counters","1","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=20;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile1.pddl","d14d602f4c59d6cf5c49954b43ee7ddccae7d15f481c9585c703a333cab05600"
"fo_counters","2","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=13;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile2.pddl","72488756b3fac13c4ddc5855f2ddd99351d24ddbf64ed9985bcfbe1a4fe33a40"
"fo_counters","3","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=10;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile3.pddl","857ce65851d91eac6a5185a149c590f7def515ea9cff1fb50ff6fb828dffc960"
"fo_counters","4","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=18;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile4.pddl","7cc356487054f35fa3073872500875cf6f312d9b6947d3c4a72fabfe7b7c226e"
"fo_counters","5","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=9;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile5.pddl","f04c446221ec8b7bce71988d252d626c82841458136d2e18f8d61b40bbeb09bd"
"fo_counters","6","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=9;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile6.pddl","21e9477660394778e5c016a5405ed3cfcb3adf55e1da01cf8e57d0b31c5d3a39"
"fo_counters","7","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=9;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile7.pddl","1c39045d7bb092f6e86b3a15aa27634d4041274131be52e10547b671aa034f76"
"fo_counters","8","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=17;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile8.pddl","6b1a8c63f481e053f3019761f9af8873e4a143a9c284fe96e800c751ab439e66"
"fo_counters","9","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=8;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile9.pddl","d9144bf98d4f57aaf888a0e71d1647be8861db75740a0208d09f6c3fd1305a97"
"fo_counters","10","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=6;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile10.pddl","3505de8f2eadad9aadf43495a29d2fed261101a20afc87cb4d219c0e0f09fdd0"
"fo_counters","11","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=6;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile11.pddl","3303d0131ff4576058cf83a3e3a1da65615c6128b602dfe0583eb94cc294cfb8"
"fo_counters","12","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=2;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile12.pddl","475378c3798ac963daa6b1eb08954daf2de94488b62575ff80219f20c88bb86a"
"fo_counters","13","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=3;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile13.pddl","a7ef3ea81187c95792446671dfcd87cd65d50c7f03c94e892e968b8378873002"
"fo_counters","14","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=4;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile14.pddl","b00584b242ca4e749d41834ddfcf32fe66049a90c5465b87a84f10cb049bd04b"
"fo_counters","15","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=16;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile15.pddl","51c39992a76ce286dc62ccb34e0eb81c5e94a3ebadc13a8808676e178c3ecc68"
"fo_counters","16","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=2;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile16.pddl","95d145a25d0ecf7a0a0a9f196d1d5d0243388aefd2c9a931136b621c8bba3266"
"fo_counters","17","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=2;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile17.pddl","4cd199c9a6a98db33dd1d3aee535daa03b42f0e0285d18df0be172b7f3611aa5"
"fo_counters","18","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=7;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile18.pddl","94d5e5946bfa4c371b0c1a91b434047ca62daa3b39f0731a95c460f4d6703172"
"fo_counters","19","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","counters=11;max_int=42","problem_generator\frozen_external_yarin\fo-counters\external\pfile19.pddl","c7692d10b0b92a501a610d543a4e6557e6e5576caa6e1bf5edcd62d93b66431f"
"rover","0","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=904;native_seed=1;rovers=6;waypoints=2;objectives=2;cameras=3;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile0.pddl","87201436c12f718dff551c81d23440b23178bc9bc1d7f731fc7d8cd3f18beeae"
"rover","1","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=734;native_seed=3;rovers=8;waypoints=4;objectives=1;cameras=1;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile1.pddl","9e10811c3a519c882a7f111427f7a5b1ff521dd304b38863864d875c001c72f2"
"rover","2","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=179;native_seed=2;rovers=5;waypoints=5;objectives=5;cameras=3;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile2.pddl","8c3e7d194ef2c9fa8f5f0c435afeef8b473d651cfcf5698cbddecd83e6750162"
"rover","3","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=530;native_seed=1;rovers=7;waypoints=4;objectives=5;cameras=2;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile3.pddl","3415f90cdfc86df2c2a9d56f4f1d92ca8b2bd5c6f7990405c787ca81c9059053"
"rover","4","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=643;native_seed=3;rovers=4;waypoints=3;objectives=3;cameras=4;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile4.pddl","31a9a0cc3cb88f9ba3d495cf121fb597da1289fb45ca511253a042b401b4ccfe"
"rover","5","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=218;native_seed=4;rovers=8;waypoints=5;objectives=5;cameras=5;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile5.pddl","bd2a50326160a2287d053fad1093bb0d22adac0e9560ebc769aa12fe724ac6d3"
"rover","6","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=581;native_seed=2;rovers=7;waypoints=4;objectives=3;cameras=1;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile6.pddl","77d1dc6e5a84a4eeade0a09b2ccb04116e29eff03a35a447e83ee2ddc83fb352"
"rover","7","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=63;native_seed=4;rovers=6;waypoints=5;objectives=2;cameras=2;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile7.pddl","552b98ac8b2511d5f8ee298e60c0d4ff533476b46a6c7438274cdb88f09fc45f"
"rover","8","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=472;native_seed=1;rovers=8;waypoints=4;objectives=2;cameras=5;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile8.pddl","768277e1d879e68fb67014c0ba9dee790c048626e89d0a08358e0efca36866a6"
"rover","9","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=488;native_seed=2;rovers=8;waypoints=4;objectives=1;cameras=4;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile9.pddl","3f95c8a2d3f617e5c3d1169eab157038d3fe64e370e84db8cec662bab1804726"
"rover","10","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=844;native_seed=4;rovers=8;waypoints=3;objectives=2;cameras=3;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile10.pddl","192074f4509754c26c63e82cbe56a14f21eb21aa4523638132011126dbf18201"
"rover","11","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=915;native_seed=1;rovers=7;waypoints=3;objectives=3;cameras=3;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile11.pddl","a079b62a10af9212637a561b614a00e662f7bf6cf85e8daaff406278ff089713"
"rover","12","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=231;native_seed=2;rovers=5;waypoints=3;objectives=3;cameras=3;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile12.pddl","44841e8159ef6984df8dfd7c0da61a7fbd6de4eec77322e7a60b6419063960e1"
"rover","13","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=133;native_seed=1;rovers=6;waypoints=3;objectives=2;cameras=3;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile13.pddl","74b97d894f750470bf14d0aba36d9f3398e08672e08ac06955503ddc4af51b90"
"rover","14","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=69;native_seed=4;rovers=8;waypoints=5;objectives=3;cameras=3;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile14.pddl","01e9470073b8c85218eef395c5efff0c9a5043df05a3cee8c7fb2ff038ddf5f3"
"rover","15","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=167;native_seed=4;rovers=4;waypoints=2;objectives=1;cameras=3;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile15.pddl","5c6582355feb3ed73813686b1d3daad7854902c3c833ce8dc6ab208f145c7097"
"rover","16","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=50;native_seed=3;rovers=5;waypoints=3;objectives=3;cameras=4;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile16.pddl","7161337746c6fca485e12b19a1db84bde3a2d0b9bab02e52307e6b555ad4d54b"
"rover","17","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=204;native_seed=1;rovers=7;waypoints=3;objectives=5;cameras=5;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile17.pddl","a69320e8163cdf1a55e10b8ca803052d872fe055549786f740d144ccb1642ac3"
"rover","18","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=361;native_seed=2;rovers=5;waypoints=3;objectives=3;cameras=5;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile18.pddl","a350f5197649a314db3ab60ef7664065f81ad26bd753d920fcef93e16e79bf7b"
"rover","19","20260910","b64e5d086117ebd5c1d53fbe9a9d93ae609a59fb","prob_num=795;native_seed=3;rovers=8;waypoints=5;objectives=2;cameras=5;compatibility_rename=at_to_in","/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile19.pddl","395d7b0c7cd3df7f451a2e1793d789f7162e928e9d5caff1f438b81096180692"
